Year,"Nawiliwili, HI","Honolulu, HI","Mokuoloe, HI","Kahului, HI","Kawaihae, HI","Hilo, HI",Midway Island,"Apra Harbor, Guam","Pago Pago, American Samoa ",Kwajalein Island,Wake Island,"Bar Harbor, ME","Portland, ME","Boston, MA","Woods Hole, MA","Nantucket Island, MA","Newport, RI","Providence, RI","New London, CT","Bridgeport, CT","Montauk, NY","Kings Point, NY","The Battery, NY","Bergen Point, NY","Sandy Hook, NJ","Atlantic City, NJ","Cape May, NJ","Philadelphia, PA","Reedy Point, DE","Lewes, DE","Cambridge, MD","Tolchester Beach, MD","Baltimore, MD","Annapolis, MD","Solomons Island, MD","Washington, DC","Wachapreague, VA","Kiptopeke, VA","Lewisetta, VA","Windmill Point, VA","Sewells Point, VA","Chesapeake Bay Bridge, VA","Duck, NC","Oregon Inlet, NC ","Beaufort, NC","Wilmington, NC","Springmaid Pier, SC","Charleston, SC","Fort Pulaski, GA","Fernandina Beach, FL","Mayport, FL","Trident Pier, FL","Virginia Key, FL","Vaca Key, FL","Key West, FL","Naples, FL","Fort Myers, FL","St. Petersburg, FL","Clearwater, FL","Cedar Key, FL","Apalachicola, FL","Panama City, FL","Panama City Beach, FL","Pensacola, FL","Dauphin Island, AL","Bay Waveland, MS","Grand Isle, LA","Sabine Pass, TX","Morgans Point, TX","Eagle Point, TX","Galveston Pier 21, TX","Rockport, TX","Corpus Christi, TX","Port Isabel, TX","San Diego, CA","La Jolla, CA","Los Angeles, CA","Santa Monica, CA","Port San Luis, CA","Monterey, CA","San Francisco, CA","Alameda, CA","Point Reyes, CA","Port Chicago, CA","Arena Cove, CA","Humboldt Bay, CA","Port Orford, CA","Charleston, OR","South Beach, OR","Toke Point,WA","Port Angeles, WA","Port Townsend, WA","Seattle, WA","Cherry Point, WA","Friday Harbor, WA","Lime Tree Bay, VI","Charlotte Amalie, VI","San Juan, PR","Magueyes Island, PR"
1982,0,0,0,0,NaN,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,NaN,2,1,0,2,0,3,1,NaN,3,2,1,3,2,2,0,NaN,6,5,3,NaN,0,0,1,1,1,NaN,0,NaN,NaN,0,0,0,2,1,NaN,2,1,0,NaN,0,NaN,4,0,NaN,NaN,NaN,0,0,NaN,0,7,6,6,NaN,6,7,6,10,5,15,NaN,10,22,21,22,NaN,12,13,9,15,17,NaN,0,0,0
1983,0,0,0,0,NaN,0,2,0,0,0,0,2,3,4,2,0,1,2,3,3,2,4,3,5,4,3,2,3,0,3,0,NaN,1,4,0,3,3,0,1,NaN,1,1,1,NaN,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,NaN,1,0,0,NaN,0,NaN,3,0,NaN,NaN,NaN,2,0,NaN,0,6,6,6,NaN,4,0,1,1,2,1,NaN,0,6,0,1,7,0,1,1,3,3,0,0,0,0
1984,0,0,0,0,NaN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,NaN,0,0,0,1,1,0,0,NaN,0,1,3,NaN,0,0,1,1,1,NaN,1,NaN,NaN,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,1,0,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,1,2,3,0,2,0,4,3,0,0,0,0
1985,0,0,0,0,NaN,0,2,0,0,0,0,2,1,2,1,0,1,2,1,1,0,3,2,3,2,3,2,0,0,2,1,NaN,3,2,2,5,2,1,3,NaN,2,3,1,NaN,1,0,0,0,0,NaN,0,NaN,NaN,0,0,1,5,4,NaN,3,8,5,NaN,6,NaN,9,3,0,NaN,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,3,3,1,1,1,0,0,0,0,0,0,0,0
1986,0,0,0,0,NaN,0,0,0,0,0,1,5,3,5,3,2,3,2,3,1,3,3,2,2,4,5,4,2,1,3,0,1,2,2,0,5,3,1,0,NaN,6,6,2,NaN,2,1,7,3,3,NaN,0,NaN,NaN,0,0,1,1,1,NaN,1,1,0,NaN,0,NaN,4,0,1,NaN,NaN,0,0,0,0,NaN,2,2,6,2,0,0,0,1,0,NaN,4,12,8,9,15,NaN,4,4,7,6,0,0,0,0
1987,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,NaN,0,0,0,0,2,2,0,NaN,4,3,1,NaN,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,1,NaN,NaN,0,0,0,0,5,1,4,3,5,1,1,0,2,0,NaN,0,2,2,1,11,5,3,2,6,4,0,0,0,0
1988,0,0,0,0,NaN,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,NaN,2,3,3,NaN,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,1,0,NaN,1,0,0,NaN,0,NaN,NaN,0,0,NaN,NaN,0,2,3,2,0,0,0,0,0,0,0,0,0,0,NaN,0,4,3,3,10,1,1,0,1,1,0,0,NaN,0
1989,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2,2,1,0,0,0,1,0,NaN,1,2,0,0,1,0,0,NaN,1,2,1,NaN,0,0,NaN,1,0,NaN,0,NaN,NaN,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,2,0,1,NaN,NaN,4,0,2,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,1,7,1,0,0,0,0,NaN,1,1,0
1990,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,1,2,2,2,2,2,2,2,1,0,0,0,0,0,NaN,0,0,0,0,0,0,0,NaN,1,0,1,NaN,0,0,NaN,NaN,0,NaN,0,NaN,NaN,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,3,0,1,NaN,NaN,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,9,2,0,0,1,1,0,0,0,0
1991,0,0,NaN,0,0,0,1,0,0,0,0,4,2,2,4,2,4,4,4,3,2,6,2,3,3,7,3,1,2,4,1,NaN,1,1,NaN,1,5,4,2,NaN,4,4,5,NaN,0,0,1,0,0,NaN,0,NaN,NaN,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,6,0,NaN,NaN,NaN,0,0,3,0,3,2,2,NaN,1,0,0,0,0,0,0,2,4,NaN,7,19,3,1,1,1,1,NaN,0,0,0
1992,1,0,0,0,NaN,0,0,1,0,0,1,4,1,5,4,4,4,4,4,3,4,6,9,NaN,9,13,6,4,1,8,0,NaN,2,0,NaN,5,9,6,1,NaN,9,9,7,NaN,1,1,2,1,3,NaN,0,NaN,NaN,NaN,0,1,3,2,NaN,3,2,2,NaN,0,NaN,3,1,0,NaN,NaN,0,0,0,0,1,2,0,1,0,2,1,0,1,0,5,3,10,9,10,11,2,0,0,0,0,0,NaN,0,0
1993,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,2,0,0,0,1,NaN,3,3,NaN,4,6,3,1,NaN,5,2,NaN,1,1,NaN,2,5,3,1,NaN,2,3,2,NaN,0,0,0,0,1,NaN,0,NaN,NaN,0,0,1,1,0,NaN,0,0,0,0,0,NaN,NaN,0,0,3,NaN,2,0,2,0,1,1,0,0,0,0,0,1,2,0,1,3,6,5,8,9,3,3,0,2,1,NaN,0,0,0
1994,0,0,0,0,0,0,0,0,0,0,1,7,4,4,1,0,0,0,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,NaN,0,2,1,1,NaN,3,3,0,0,0,0,3,3,2,NaN,0,NaN,1,0,0,0,0,0,NaN,2,5,2,2,1,NaN,NaN,0,0,2,0,0,0,0,0,2,0,2,3,0,0,0,0,1,0,1,5,9,10,9,20,4,1,0,3,2,0,0,0,0
1995,0,0,0,0,0,0,0,0,0,0,0,11,10,7,3,1,6,5,1,3,2,4,3,2,2,4,3,3,0,4,1,4,3,2,NaN,5,1,0,0,NaN,2,1,2,1,0,0,1,0,2,NaN,0,0,0,0,0,2,NaN,2,NaN,NaN,4,2,3,2,NaN,NaN,0,1,1,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,9,10,13,21,2,3,3,3,5,0,1,0,0
1996,0,0,0,0,0,0,0,0,0,0,0,3,4,4,2,2,2,4,3,3,3,8,5,3,3,8,3,6,1,4,NaN,3,3,3,2,5,2,2,3,4,3,3,5,3,3,2,2,1,0,NaN,0,1,0,0,0,1,1,1,2,1,0,0,0,0,0,NaN,0,4,NaN,6,7,3,5,3,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,8,3,2,1,0,1,0,0,0,0
1997,0,0,0,0,NaN,0,3,NaN,0,0,1,NaN,3,5,5,2,4,6,5,9,6,11,NaN,8,8,8,7,1,1,10,5,5,6,5,4,10,12,11,7,NaN,14,15,10,1,0,1,2,0,2,0,0,0,0,0,0,0,NaN,0,0,0,2,NaN,0,0,NaN,8,1,0,4,0,1,4,2,0,4,3,3,4,1,1,3,2,6,6,14,15,23,27,25,33,5,8,11,10,8,0,0,0,0
1998,0,0,0,0,NaN,0,0,NaN,0,0,0,NaN,0,0,0,0,0,4,0,1,0,2,1,3,2,2,1,4,0,2,0,1,1,0,1,1,2,3,1,1,3,4,2,2,0,0,1,0,1,2,0,1,0,0,0,2,0,2,1,3,3,3,4,4,NaN,7,0,5,11,4,6,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,20,4,1,1,2,1,0,0,0,1
1999,0,0,0,0,0,0,1,0,0,0,0,NaN,3,4,0,0,0,1,0,1,0,2,0,1,1,1,1,3,0,3,2,3,2,1,1,2,NaN,6,3,2,9,9,7,1,2,4,2,4,4,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,2,NaN,2,3,7,0,0,0,0,0,1,0,0,0
2000,0,0,0,0,0,0,0,0,NaN,0,0,NaN,2,3,2,2,2,1,1,2,1,3,NaN,2,2,3,2,0,0,2,0,0,0,NaN,0,0,0,1,0,0,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,3,4,NaN,5,5,7,1,0,0,1,0,0,0,0,0
2001,0,0,0,0,0,0,0,0,0,0,0,NaN,1,1,0,1,0,1,0,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,0,0,0,NaN,0,0,0,2,2,5,0,0,0,4,2,3,6,4,5,0,0,0,1,3,1,1,1,0,0,1,0,NaN,1,0,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,NaN,6,5,17,4,1,0,2,1,0,0,0,0
2002,0,0,0,0,0,0,NaN,0,0,0,0,3,2,3,2,2,2,2,3,3,4,5,5,4,6,6,NaN,1,0,5,0,1,0,0,0,2,1,1,2,NaN,4,4,2,0,0,0,1,2,4,1,0,0,0,0,0,0,0,0,0,1,2,2,2,3,4,NaN,3,2,3,5,5,1,6,2,0,0,0,0,0,0,0,0,0,0,4,3,10,12,11,21,9,6,4,8,8,0,0,0,0
2003,0,0,0,0,0,0,3,0,0,0,0,4,2,3,0,0,1,3,3,3,3,4,NaN,3,4,4,0,5,1,2,2,2,2,1,2,NaN,2,1,3,3,4,4,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,1,NaN,0,1,NaN,3,1,2,6,6,3,0,3,3,3,3,2,3,3,2,2,2,3,0,4,5,4,5,5,6,3,2,2,3,4,0,0,0,0
2004,0,0,0,0,0,0,6,NaN,0,0,2,7,7,7,1,1,0,2,0,2,2,3,2,3,2,1,1,6,1,1,3,6,5,4,3,NaN,0,1,3,2,3,3,3,1,0,0,1,0,0,1,1,3,0,0,0,1,4,2,1,5,2,2,3,NaN,2,8,1,0,7,7,4,0,4,0,4,6,4,4,4,6,4,5,6,3,6,7,7,8,8,14,6,0,0,0,0,0,0,0,0
2005,0,0,0,0,0,0,0,0,0,1,0,7,8,11,7,4,2,4,5,7,NaN,11,10,10,10,8,4,2,0,7,0,2,2,1,0,1,NaN,3,1,1,4,7,6,0,2,0,0,0,1,1,0,0,2,1,1,1,1,2,2,2,6,7,8,10,NaN,NaN,3,2,2,7,3,1,5,3,2,3,2,2,0,1,2,2,3,3,2,5,9,7,13,22,8,9,10,10,11,0,NaN,0,0
2006,0,0,0,0,0,0,1,0,0,1,1,4,5,5,4,2,6,6,5,5,4,9,7,7,7,5,4,7,1,5,2,3,4,6,5,3,NaN,6,5,7,7,6,6,3,1,0,2,1,2,1,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,2,0,2,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,3,0,0,NaN,1,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,3,NaN,1,1,1,NaN,2,0,1,1,1,1,3,2,3,4,4,4,2,0,4,0,1,0,0,0,0,NaN,1,1,1,4,6,7,3,0,0,4,2,2,6,0,2,0,0,0,0,1,1,1,0,0,0,NaN,0,0,5,0,1,3,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,3,11,7,3,2,4,4,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,1,1,2,2,2,5,4,4,5,5,3,1,1,4,3,3,2,0,1,3,4,3,2,3,7,7,5,2,1,1,1,1,1,2,1,1,0,0,0,2,1,3,2,3,3,3,NaN,4,6,9,5,5,8,7,4,3,5,3,5,8,5,6,1,1,0,0,0,0,0,2,0,0,3,4,2,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,NaN,0,16,21,22,6,7,8,9,6,10,5,15,15,NaN,14,18,14,8,4,14,3,9,7,6,6,9,14,10,9,8,15,19,18,8,3,0,7,5,5,2,0,0,0,0,0,1,0,1,0,0,2,2,NaN,3,4,12,2,1,7,10,6,0,4,0,7,3,2,3,0,0,0,0,1,0,2,7,7,8,10,21,7,6,5,7,10,0,0,0,0
2010,0,0,0,0,0,0,4,0,0,8,0,15,10,13,3,3,4,5,4,3,4,5,5,5,6,5,4,3,1,4,4,8,6,7,4,6,3,0,7,3,4,4,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,NaN,0,0,7,0,1,9,12,6,7,5,3,1,NaN,1,0,0,0,0,0,1,0,1,6,5,6,7,9,4,5,4,4,6,0,0,0,0
2011,0,0,0,0,0,0,0,NaN,0,6,0,9,6,14,1,1,8,12,4,11,3,14,13,10,11,9,6,12,3,6,4,7,9,7,6,7,4,3,7,5,6,7,5,2,1,0,2,1,1,2,0,1,0,0,0,0,1,1,1,1,2,1,NaN,1,3,6,2,1,4,6,0,0,0,0,0,NaN,0,0,0,0,0,0,1,0,0,3,3,4,8,14,3,2,1,2,2,0,0,0,0
2012,0,0,0,0,0,NaN,0,0,0,2,0,8,7,17,6,9,7,9,6,10,8,15,11,12,14,10,9,5,5,10,7,7,7,7,2,6,10,5,7,7,9,10,7,3,0,0,11,9,8,7,0,9,2,1,0,1,6,3,4,4,5,2,NaN,3,4,8,2,0,0,2,0,0,0,0,3,NaN,3,3,2,3,0,0,2,0,2,4,3,4,6,10,0,8,6,8,9,0,0,0,0
2013,0,0,0,0,0,0,1,0,0,NaN,0,11,8,11,2,2,1,2,2,3,2,4,4,2,5,5,2,2,1,5,2,1,1,1,NaN,1,4,2,5,4,6,7,5,3,1,0,NaN,0,0,1,0,2,0,0,0,0,0,1,1,2,0,0,NaN,1,0,9,0,0,2,6,0,0,0,0,5,NaN,0,3,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0
2014,0,0,0,0,0,0,1,0,0,NaN,0,7,7,8,1,2,2,5,1,2,1,5,5,4,5,7,2,1,1,3,2,3,3,3,NaN,7,5,3,2,4,8,8,6,1,0,0,NaN,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,1,0,2,0,1,0,1,0,0,0,0,4,NaN,0,1,0,0,1,0,1,0,1,4,4,5,5,NaN,1,4,4,4,5,0,0,0,0
2015,0,0,0,0,0,0,1,0,0,NaN,0,6,5,6,3,4,5,5,3,6,3,8,10,9,10,11,10,5,3,10,5,NaN,9,10,9,7,13,10,9,10,14,15,12,1,10,9,11,9,10,9,6,12,3,0,0,2,2,1,3,4,4,3,4,4,4,11,1,13,16,47,15,6,4,2,9,NaN,6,7,0,0,0,0,0,0,4,9,6,13,19,19,10,7,8,4,7,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,NaN,0,13,10,14,2,0,2,3,4,5,2,7,8,8,12,8,4,0,0,8,3,2,0,2,3,5,10,8,6,6,11,11,6,3,2,8,2,6,12,3,3,8,3,0,0,0,5,4,4,5,3,3,3,0,0,6,0,2,11,26,8,0,0,0,3,0,0,1,2,1,0,1,8,7,7,15,13,16,16,18,2,2,2,2,3,0,0,0,0
